SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,3PM,3PA,3P_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
2015-16,1610612748,MIA,Miami Heat,0021500420,2015-12-22,MIA vs. DET,L,48.0,39,88,0.443,4,18,0.222,10,12,0.833,11,29,40,13,5.0,9,7,3,12,11,92,-1.0
2015-16,1610612748,MIA,Miami Heat,0021500404,2015-12-20,MIA vs. POR,W,48.0,43,75,0.573,12,23,0.522,18,26,0.692,5,25,30,26,12.0,11,7,0,14,24,116,7.0
2015-16,1610612748,MIA,Miami Heat,0021500390,2015-12-18,MIA vs. TOR,L,48.0,35,74,0.473,9,25,0.36,15,17,0.882,4,30,34,19,13.0,4,6,5,19,12,94,-14.0
2015-16,1610612748,MIA,Miami Heat,0021500373,2015-12-16,MIA @ BKN,W,48.0,40,75,0.533,7,21,0.333,17,24,0.708,8,37,45,16,12.0,4,6,3,13,18,104,6.0
2015-16,1610612748,MIA,Miami Heat,0021500360,2015-12-14,MIA @ ATL,W,48.0,40,89,0.449,7,16,0.438,13,15,0.867,15,39,54,26,18.0,6,5,4,16,21,100,12.0
2015-16,1610612748,MIA,Miami Heat,0021500354,2015-12-13,MIA vs. MEM,W,48.0,37,77,0.481,7,22,0.318,19,23,0.826,7,28,35,18,11.0,9,1,3,15,21,100,3.0
2015-16,1610612748,MIA,Miami Heat,0021500333,2015-12-11,MIA @ IND,L,48.0,35,81,0.432,5,20,0.25,8,13,0.615,8,37,45,14,19.0,6,8,6,16,13,83,-13.0
2015-16,1610612748,MIA,Miami Heat,0021500320,2015-12-09,MIA @ CHA,L,48.0,29,75,0.387,6,21,0.286,17,24,0.708,7,36,43,17,18.0,3,8,5,14,21,81,-18.0
2015-16,1610612748,MIA,Miami Heat,0021500306,2015-12-07,MIA vs. WAS,L,48.0,41,69,0.594,5,16,0.313,16,22,0.727,4,30,34,25,17.0,5,6,2,18,19,103,-11.0
2015-16,1610612748,MIA,Miami Heat,0021500291,2015-12-05,MIA vs. CLE,W,48.0,37,68,0.544,7,16,0.438,18,29,0.621,3,38,41,21,17.0,5,9,1,25,26,99,15.0
2015-16,1610612748,MIA,Miami Heat,0021500277,2015-12-03,MIA vs. OKC,W,48.0,40,81,0.494,3,13,0.231,14,24,0.583,6,29,35,25,9.0,10,3,1,14,18,97,2.0
2015-16,1610612748,MIA,Miami Heat,0021500255,2015-11-30,MIA vs. BOS,L,48.0,36,75,0.48,5,17,0.294,18,24,0.75,11,27,38,21,19.0,9,6,3,19,21,95,-10.0
2015-16,1610612748,MIA,Miami Heat,0021500230,2015-11-27,MIA @ NYK,W,48.0,33,76,0.434,7,17,0.412,24,28,0.857,8,34,42,16,13.0,4,7,5,13,24,97,19.0
2015-16,1610612748,MIA,Miami Heat,0021500218,2015-11-25,MIA @ DET,L,48.0,32,79,0.405,6,20,0.3,11,16,0.688,10,33,43,21,13.0,2,7,7,14,16,81,-23.0
2015-16,1610612748,MIA,Miami Heat,0021500204,2015-11-23,MIA vs. NYK,W,48.0,31,81,0.383,5,19,0.263,28,36,0.778,16,40,56,18,10.0,8,7,4,19,23,95,17.0
2015-16,1610612748,MIA,Miami Heat,0021500193,2015-11-21,MIA vs. PHI,W,48.0,30,69,0.435,5,18,0.278,31,45,0.689,9,36,45,16,16.0,7,14,8,19,30,96,5.0
2015-16,1610612748,MIA,Miami Heat,0021500175,2015-11-19,MIA vs. SAC,W,48.0,42,89,0.472,7,24,0.292,25,33,0.758,12,29,41,25,7.0,11,7,3,15,27,116,7.0
2015-16,1610612748,MIA,Miami Heat,0021500161,2015-11-17,MIA vs. MIN,L,48.0,36,79,0.456,5,24,0.208,14,30,0.467,10,41,51,20,22.0,3,12,5,26,26,91,-12.0
2015-16,1610612748,MIA,Miami Heat,0021500124,2015-11-12,MIA vs. UTA,W,48.0,36,77,0.468,4,13,0.308,16,25,0.64,8,39,47,14,15.0,6,11,9,20,23,92,1.0
2015-16,1610612748,MIA,Miami Heat,0021500108,2015-11-10,MIA vs. LAL,W,48.0,38,84,0.452,5,20,0.25,20,27,0.741,15,32,47,23,12.0,7,7,7,12,21,101,13.0
2015-16,1610612748,MIA,Miami Heat,0021500096,2015-11-08,MIA vs. TOR,W,48.0,35,83,0.422,8,20,0.4,18,25,0.72,13,35,48,18,11.0,8,8,5,20,21,96,20.0
2015-16,1610612748,MIA,Miami Heat,0021500080,2015-11-06,MIA @ IND,L,48.0,36,81,0.444,6,20,0.3,9,13,0.692,7,33,40,21,12.0,5,6,5,19,15,87,-3.0
2015-16,1610612748,MIA,Miami Heat,0021500071,2015-11-05,MIA @ MIN,W,48.0,37,76,0.487,4,14,0.286,18,25,0.72,7,35,42,14,16.0,6,6,6,19,27,96,12.0
2015-16,1610612748,MIA,Miami Heat,0021500055,2015-11-03,MIA vs. ATL,L,48.0,38,86,0.442,5,28,0.179,11,16,0.688,13,36,49,13,19.0,10,9,1,21,14,92,-6.0
2015-16,1610612748,MIA,Miami Heat,0021500041,2015-11-01,MIA vs. HOU,W,48.0,42,86,0.488,9,22,0.409,16,21,0.762,11,37,48,24,15.0,11,5,3,16,23,109,20.0
2015-16,1610612748,MIA,Miami Heat,0021500021,2015-10-30,MIA @ CLE,L,48.0,33,77,0.429,6,21,0.286,20,22,0.909,6,32,38,21,13.0,5,7,4,20,19,92,-10.0
2015-16,1610612748,MIA,Miami Heat,0021500008,2015-10-28,MIA vs. CHA,W,48.0,36,73,0.493,12,20,0.6,20,21,0.952,2,39,41,23,13.0,5,7,1,25,16,104,10.0
2016-17,1610612748,MIA,Miami Heat,0021601221,2017-04-12,MIA vs. WAS,W,48.0,46,88,0.523,8,24,0.333,10,12,0.833,14,37,51,19,18.0,2,4,0,13,13,110,8.0
2016-17,1610612748,MIA,Miami Heat,0021601205,2017-04-10,MIA vs. CLE,W,53.0,44,95,0.463,12,33,0.364,24,34,0.706,9,37,46,28,13.0,9,3,4,26,25,124,3.0
2016-17,1610612748,MIA,Miami Heat,0021601192,2017-04-08,MIA @ WAS,W,48.0,37,80,0.463,7,18,0.389,25,36,0.694,8,28,36,23,13.0,13,7,6,19,24,106,3.0
2016-17,1610612748,MIA,Miami Heat,0021601180,2017-04-07,MIA @ TOR,L,48.0,33,83,0.398,8,23,0.348,20,29,0.69,14,30,44,16,19.0,10,5,4,21,24,94,-2.0
2016-17,1610612748,MIA,Miami Heat,0021601165,2017-04-05,MIA @ CHA,W,48.0,40,84,0.476,21,40,0.525,11,12,0.917,7,33,40,23,8.0,5,7,7,16,15,112,13.0
2016-17,1610612748,MIA,Miami Heat,0021601149,2017-04-02,MIA vs. DEN,L,48.0,42,87,0.483,13,27,0.481,16,21,0.762,7,34,41,26,11.0,3,9,6,22,14,113,-3.0
2016-17,1610612748,MIA,Miami Heat,0021601133,2017-03-31,MIA vs. NYK,L,48.0,34,83,0.41,8,33,0.242,18,25,0.72,11,30,41,17,14.0,5,4,5,17,18,94,-4.0
2016-17,1610612748,MIA,Miami Heat,0021601115,2017-03-29,MIA @ NYK,W,48.0,40,84,0.476,12,25,0.48,13,17,0.765,8,32,40,18,11.0,11,7,6,23,16,105,17.0
2016-17,1610612748,MIA,Miami Heat,0021601107,2017-03-28,MIA @ DET,W,48.0,36,79,0.456,5,21,0.238,20,28,0.714,11,33,44,18,13.0,5,4,5,18,23,97,1.0
2016-17,1610612748,MIA,Miami Heat,0021601093,2017-03-26,MIA @ BOS,L,48.0,41,91,0.451,7,29,0.241,19,24,0.792,16,24,40,19,16.0,9,5,3,22,19,108,-4.0
2016-17,1610612748,MIA,Miami Heat,0021601068,2017-03-23,MIA vs. TOR,L,48.0,32,82,0.39,6,23,0.261,14,23,0.609,10,26,36,20,17.0,8,11,3,23,21,84,-17.0
2016-17,1610612748,MIA,Miami Heat,0021601053,2017-03-21,MIA vs. PHX,W,48.0,42,96,0.438,11,27,0.407,17,23,0.739,17,32,49,17,15.0,13,5,5,25,23,112,15.0
2016-17,1610612748,MIA,Miami Heat,0021601041,2017-03-19,MIA vs. POR,L,48.0,41,88,0.466,9,30,0.3,13,20,0.65,13,26,39,18,9.0,8,8,6,22,20,104,-11.0
2016-17,1610612748,MIA,Miami Heat,0021601025,2017-03-17,MIA vs. MIN,W,48.0,50,85,0.588,8,26,0.308,15,19,0.789,10,30,40,29,15.0,6,9,6,16,21,123,18.0
2016-17,1610612748,MIA,Miami Heat,0021601007,2017-03-15,MIA vs. NOP,W,48.0,44,87,0.506,16,35,0.457,16,19,0.842,12,33,45,23,16.0,9,3,5,22,13,120,8.0
2016-17,1610612748,MIA,Miami Heat,0021600987,2017-03-12,MIA @ IND,L,48.0,39,94,0.415,9,32,0.281,11,16,0.688,19,35,54,18,12.0,4,4,4,22,15,98,-4.0
2016-17,1610612748,MIA,Miami Heat,0021600979,2017-03-11,MIA vs. TOR,W,48.0,35,72,0.486,11,28,0.393,23,33,0.697,3,32,35,21,12.0,8,10,5,19,20,104,15.0
2016-17,1610612748,MIA,Miami Heat,0021600951,2017-03-08,MIA vs. CHA,W,48.0,37,85,0.435,17,41,0.415,17,24,0.708,13,33,46,22,13.0,8,7,8,18,17,108,7.0
2016-17,1610612748,MIA,Miami Heat,0021600936,2017-03-06,MIA @ CLE,W,48.0,39,91,0.429,16,35,0.457,12,14,0.857,8,30,38,23,8.0,7,6,6,19,15,106,8.0
2016-17,1610612748,MIA,Miami Heat,0021600921,2017-03-04,MIA vs. CLE,W,48.0,46,88,0.523,18,34,0.529,10,12,0.833,15,33,48,20,11.0,6,4,1,19,16,120,28.0
2016-17,1610612748,MIA,Miami Heat,0021600911,2017-03-03,MIA @ ORL,L,48.0,35,91,0.385,8,28,0.286,21,25,0.84,13,33,46,20,9.0,7,5,6,16,13,99,-11.0
2016-17,1610612748,MIA,Miami Heat,0021600898,2017-03-01,MIA vs. PHI,W,48.0,49,90,0.544,13,30,0.433,14,21,0.667,8,34,42,24,13.0,9,12,4,18,22,125,27.0
2016-17,1610612748,MIA,Miami Heat,0021600887,2017-02-27,MIA @ DAL,L,48.0,37,83,0.446,9,26,0.346,6,13,0.462,13,32,45,21,14.0,11,4,2,18,13,89,-7.0
2016-17,1610612748,MIA,Miami Heat,0021600869,2017-02-25,MIA vs. IND,W,48.0,38,78,0.487,13,31,0.419,24,31,0.774,11,32,43,23,17.0,9,5,4,19,24,113,18.0
2016-17,1610612748,MIA,Miami Heat,0021600863,2017-02-24,MIA @ ATL,W,48.0,40,99,0.404,17,37,0.459,11,13,0.846,15,39,54,30,13.0,7,5,6,27,12,108,18.0
2016-17,1610612748,MIA,Miami Heat,0021600841,2017-02-15,MIA @ HOU,W,48.0,44,84,0.524,13,35,0.371,16,24,0.667,12,34,46,27,12.0,3,7,1,20,23,117,8.0
2016-17,1610612748,MIA,Miami Heat,0021600823,2017-02-13,MIA vs. ORL,L,48.0,39,83,0.47,6,22,0.273,23,27,0.852,6,31,37,14,15.0,7,7,3,25,22,107,-9.0
2016-17,1610612748,MIA,Miami Heat,0021600810,2017-02-11,MIA @ PHI,L,48.0,39,85,0.459,7,24,0.292,24,28,0.857,11,38,49,15,20.0,4,4,8,27,21,109,-8.0
2016-17,1610612748,MIA,Miami Heat,0021600799,2017-02-10,MIA @ BKN,W,48.0,41,92,0.446,7,23,0.304,19,21,0.905,13,33,46,16,14.0,11,7,6,21,18,108,9.0
2016-17,1610612748,MIA,Miami Heat,0021600787,2017-02-08,MIA @ MIL,W,48.0,41,86,0.477,11,33,0.333,13,18,0.722,14,34,48,23,16.0,5,5,4,21,18,106,18.0
2016-17,1610612748,MIA,Miami Heat,0021600775,2017-02-06,MIA @ MIN,W,48.0,45,86,0.523,15,28,0.536,10,14,0.714,13,25,38,27,17.0,5,5,1,21,15,115,2.0
2016-17,1610612748,MIA,Miami Heat,0021600758,2017-02-04,MIA vs. PHI,W,48.0,48,82,0.585,12,22,0.545,17,23,0.739,10,39,49,28,21.0,6,5,1,24,21,125,23.0
2016-17,1610612748,MIA,Miami Heat,0021600734,2017-02-01,MIA vs. ATL,W,48.0,45,93,0.484,12,32,0.375,14,19,0.737,10,37,47,23,13.0,10,11,6,18,14,116,23.0
2016-17,1610612748,MIA,Miami Heat,0021600719,2017-01-30,MIA vs. BKN,W,48.0,39,82,0.476,11,26,0.423,15,23,0.652,5,29,34,22,11.0,9,8,4,18,23,104,8.0
2016-17,1610612748,MIA,Miami Heat,0021600705,2017-01-28,MIA vs. DET,W,48.0,42,80,0.525,14,28,0.5,18,23,0.783,9,29,38,18,11.0,6,6,3,19,16,116,13.0
2016-17,1610612748,MIA,Miami Heat,0021600700,2017-01-27,MIA @ CHI,W,48.0,41,89,0.461,9,24,0.375,9,11,0.818,7,33,40,25,12.0,14,2,9,17,12,100,12.0
2016-17,1610612748,MIA,Miami Heat,0021600682,2017-01-25,MIA @ BKN,W,48.0,40,83,0.482,11,23,0.478,18,25,0.72,6,34,40,23,13.0,7,6,4,25,25,109,3.0
2016-17,1610612748,MIA,Miami Heat,0021600668,2017-01-23,MIA vs. GSW,W,48.0,38,86,0.442,13,30,0.433,16,27,0.593,11,34,45,20,15.0,9,4,4,19,20,105,3.0
2016-17,1610612748,MIA,Miami Heat,0021600655,2017-01-21,MIA vs. MIL,W,48.0,41,77,0.532,13,30,0.433,14,22,0.636,5,34,39,18,12.0,8,3,2,24,18,109,12.0
2016-17,1610612748,MIA,Miami Heat,0021600637,2017-01-19,MIA vs. DAL,W,48.0,35,73,0.479,9,20,0.45,20,29,0.69,6,34,40,16,13.0,4,1,3,15,20,99,4.0
2016-17,1610612748,MIA,Miami Heat,0021600623,2017-01-17,MIA vs. HOU,W,48.0,42,90,0.467,9,29,0.31,16,24,0.667,11,41,52,21,16.0,11,1,3,24,16,109,6.0
2016-17,1610612748,MIA,Miami Heat,0021600594,2017-01-13,MIA @ MIL,L,48.0,41,83,0.494,12,32,0.375,14,18,0.778,4,23,27,33,8.0,6,8,6,21,18,108,-8.0
2016-17,1610612748,MIA,Miami Heat,0021600578,2017-01-10,MIA @ GSW,L,48.0,38,90,0.422,6,30,0.2,13,17,0.765,6,40,46,25,11.0,6,4,7,22,16,95,-12.0
2016-17,1610612748,MIA,Miami Heat,0021600561,2017-01-08,MIA @ LAC,L,48.0,31,84,0.369,7,27,0.259,17,21,0.81,11,39,50,14,15.0,6,5,3,21,20,86,-12.0
2016-17,1610612748,MIA,Miami Heat,0021600549,2017-01-06,MIA @ LAL,L,48.0,38,92,0.413,8,32,0.25,16,27,0.593,11,30,41,17,10.0,5,7,2,23,22,100,-27.0
2016-17,1610612748,MIA,Miami Heat,0021600535,2017-01-04,MIA @ SAC,W,48.0,35,72,0.486,12,28,0.429,25,29,0.862,7,32,39,24,19.0,8,9,3,20,28,107,5.0
2016-17,1610612748,MIA,Miami Heat,0021600527,2017-01-03,MIA @ PHX,L,48.0,36,91,0.396,6,23,0.261,12,16,0.75,15,28,43,18,13.0,8,4,7,23,23,90,-9.0
2016-17,1610612748,MIA,Miami Heat,0021600509,2017-01-01,MIA vs. DET,L,48.0,35,77,0.455,14,26,0.538,14,18,0.778,3,31,34,25,12.0,6,4,5,22,18,98,-9.0
2016-17,1610612748,MIA,Miami Heat,0021600494,2016-12-30,MIA @ BOS,L,48.0,48,90,0.533,11,28,0.393,7,10,0.7,9,30,39,35,12.0,7,8,2,20,11,114,-3.0
2016-17,1610612748,MIA,Miami Heat,0021600486,2016-12-29,MIA @ CHA,L,48.0,33,82,0.402,10,28,0.357,6,13,0.462,4,42,46,26,17.0,6,10,8,19,11,82,-9.0
2016-17,1610612748,MIA,Miami Heat,0021600473,2016-12-27,MIA vs. OKC,L,48.0,36,82,0.439,7,22,0.318,15,21,0.714,9,23,32,14,13.0,10,4,4,23,21,94,-12.0
2016-17,1610612748,MIA,Miami Heat,0021600449,2016-12-23,MIA @ NOP,L,48.0,36,87,0.414,8,20,0.4,7,13,0.538,11,48,59,19,17.0,4,4,7,20,20,87,-4.0
2016-17,1610612748,MIA,Miami Heat,0021600439,2016-12-22,MIA vs. LAL,W,48.0,45,84,0.536,11,22,0.5,14,21,0.667,10,37,47,25,13.0,7,6,2,15,14,115,8.0
2016-17,1610612748,MIA,Miami Heat,0021600422,2016-12-20,MIA vs. ORL,L,58.0,50,108,0.463,12,30,0.4,18,26,0.692,9,39,48,22,12.0,4,6,5,30,25,130,-6.0
2016-17,1610612748,MIA,Miami Heat,0021600410,2016-12-18,MIA vs. BOS,L,48.0,36,69,0.522,9,24,0.375,14,25,0.56,6,35,41,23,23.0,7,5,2,20,16,95,-10.0
2016-17,1610612748,MIA,Miami Heat,0021600397,2016-12-16,MIA vs. LAC,L,48.0,38,93,0.409,6,27,0.222,16,25,0.64,10,37,47,20,6.0,5,5,3,23,20,98,-4.0
2016-17,1610612748,MIA,Miami Heat,0021600377,2016-12-14,MIA vs. IND,W,48.0,37,82,0.451,7,25,0.28,14,25,0.56,14,44,58,23,15.0,4,6,5,16,21,95,6.0
2016-17,1610612748,MIA,Miami Heat,0021600363,2016-12-12,MIA vs. WAS,W,48.0,45,88,0.511,9,26,0.346,13,19,0.684,11,36,47,25,15.0,6,3,1,18,22,112,11.0
2016-17,1610612748,MIA,Miami Heat,0021600350,2016-12-10,MIA @ CHI,L,48.0,42,91,0.462,5,20,0.25,11,18,0.611,14,29,43,25,12.0,5,5,6,22,15,100,-5.0
2016-17,1610612748,MIA,Miami Heat,0021600338,2016-12-09,MIA @ CLE,L,48.0,31,90,0.344,6,27,0.222,16,21,0.762,23,23,46,18,15.0,6,3,9,18,16,84,-30.0
2016-17,1610612748,MIA,Miami Heat,0021600324,2016-12-07,MIA @ ATL,L,48.0,34,80,0.425,11,27,0.407,16,20,0.8,8,25,33,20,17.0,6,6,9,16,20,95,-8.0
2016-17,1610612748,MIA,Miami Heat,0021600316,2016-12-06,MIA vs. NYK,L,48.0,38,89,0.427,11,25,0.44,16,27,0.593,16,30,46,21,10.0,8,4,6,16,18,103,-11.0
2016-17,1610612748,MIA,Miami Heat,0021600298,2016-12-03,MIA @ POR,L,48.0,38,86,0.442,6,22,0.273,10,15,0.667,8,38,46,23,14.0,6,6,9,14,17,92,-7.0
2016-17,1610612748,MIA,Miami Heat,0021600280,2016-12-01,MIA @ UTA,W,48.0,44,86,0.512,8,19,0.421,15,19,0.789,13,27,40,16,6.0,7,2,8,15,14,111,1.0
2016-17,1610612748,MIA,Miami Heat,0021600273,2016-11-30,MIA @ DEN,W,48.0,41,93,0.441,9,24,0.375,15,26,0.577,11,37,48,26,6.0,14,7,7,25,21,106,8.0
2016-17,1610612748,MIA,Miami Heat,0021600256,2016-11-28,MIA vs. BOS,L,48.0,38,80,0.475,6,30,0.2,22,32,0.688,7,34,41,24,13.0,6,2,3,25,27,104,-8.0
2016-17,1610612748,MIA,Miami Heat,0021600243,2016-11-26,MIA vs. MEM,L,48.0,40,81,0.494,11,31,0.355,16,24,0.667,8,31,39,18,10.0,3,6,5,21,19,107,-3.0
2016-17,1610612748,MIA,Miami Heat,0021600233,2016-11-25,MIA @ MEM,W,48.0,33,85,0.388,12,31,0.387,12,18,0.667,10,34,44,17,9.0,8,8,14,21,16,90,9.0
2016-17,1610612748,MIA,Miami Heat,0021600218,2016-11-23,MIA @ DET,L,48.0,27,75,0.36,7,26,0.269,23,30,0.767,7,30,37,19,14.0,5,4,7,22,19,84,-23.0
2016-17,1610612748,MIA,Miami Heat,0021600199,2016-11-21,MIA @ PHI,L,48.0,34,88,0.386,7,31,0.226,19,28,0.679,21,29,50,17,15.0,7,6,5,22,25,94,-7.0
2016-17,1610612748,MIA,Miami Heat,0021600186,2016-11-19,MIA @ WAS,W,48.0,43,85,0.506,13,27,0.481,15,26,0.577,17,30,47,21,17.0,6,7,2,21,22,114,3.0
2016-17,1610612748,MIA,Miami Heat,0021600170,2016-11-17,MIA vs. MIL,W,48.0,39,97,0.402,7,30,0.233,11,21,0.524,17,42,59,19,8.0,5,8,8,18,20,96,23.0
2016-17,1610612748,MIA,Miami Heat,0021600154,2016-11-15,MIA vs. ATL,L,48.0,36,89,0.404,7,23,0.304,11,14,0.786,17,31,48,13,23.0,11,7,4,23,13,90,-3.0
2016-17,1610612748,MIA,Miami Heat,0021600150,2016-11-14,MIA @ SAS,L,48.0,37,84,0.44,4,15,0.267,12,21,0.571,10,31,41,22,13.0,14,8,7,23,15,90,-4.0
2016-17,1610612748,MIA,Miami Heat,0021600136,2016-11-12,MIA vs. UTA,L,48.0,38,81,0.469,5,17,0.294,10,19,0.526,4,35,39,21,9.0,5,4,4,17,19,91,-11.0
2016-17,1610612748,MIA,Miami Heat,0021600118,2016-11-10,MIA vs. CHI,L,48.0,36,88,0.409,13,29,0.448,10,15,0.667,14,32,46,22,13.0,8,5,2,19,12,95,-3.0
2016-17,1610612748,MIA,Miami Heat,0021600097,2016-11-07,MIA @ OKC,L,48.0,31,84,0.369,4,17,0.235,19,22,0.864,12,29,41,12,12.0,8,7,5,16,18,85,-12.0
2016-17,1610612748,MIA,Miami Heat,0021600071,2016-11-04,MIA @ TOR,L,48.0,34,88,0.386,9,28,0.321,10,15,0.667,12,31,43,19,13.0,10,5,5,22,16,87,-9.0
2016-17,1610612748,MIA,Miami Heat,0021600049,2016-11-01,MIA vs. SAC,W,53.0,37,86,0.43,13,29,0.448,21,29,0.724,6,39,45,24,17.0,10,9,4,21,23,108,12.0
2016-17,1610612748,MIA,Miami Heat,0021600037,2016-10-30,MIA vs. SAS,L,48.0,37,80,0.463,7,20,0.35,18,26,0.692,6,30,36,19,12.0,7,6,5,24,26,99,-7.0
2016-17,1610612748,MIA,Miami Heat,0021600022,2016-10-28,MIA vs. CHA,L,48.0,32,86,0.372,14,34,0.412,13,20,0.65,11,41,52,19,20.0,2,4,9,23,20,91,-6.0
2016-17,1610612748,MIA,Miami Heat,0021600004,2016-10-26,MIA @ ORL,W,48.0,47,97,0.485,4,16,0.25,10,16,0.625,16,36,52,27,12.0,5,7,4,22,15,108,12.0
2017-18,1610612748,MIA,Miami Heat,0021701221,2018-04-11,MIA vs. TOR,W,53.0,46,106,0.434,11,26,0.423,13,20,0.65,19,37,56,26,9.0,8,7,10,18,24,116,7.0
